SiteCode,pExc,durExc,first.week,daysSuitable,cum.exp,IWV,AWV,MWV,VAR,RNG,IWI,AWA,MWA,AWM,MWM,AWI,Species,LifeHistory,Life.stage,Start,End,Thresh.hi,Thresh.lo,year
SFS,0.0136986301369863,4,2007-07-12,100,2026.84085144928,0,0.82321252723966,3.68201688161376,35.6900927568976,18.9458333333333,-0.160416666666667,7.0513741059665,17.9901785714286,8.0723064254586,18.7854166666667,6.03634324009324,Chinook,win_outmigrants,rearing,2007-04-15,2008-01-31,18,9,2007
BIL,0.0650684931506849,19,2007-07-08,96,2292.06177865613,3.55489417989418e-06,0.807935668512886,4.66779396494709,37.9955091649079,19.4108333333333,-0.0175,7.95193387475502,18.5620238095238,8.94010394496808,19.3933333333333,6.90798116656071,Chinook,win_outmigrants,rearing,2007-04-15,2008-01-31,18,9,2007
MAR,0,0,1900-01-01,78,1607.24797101449,0,0.531704918331992,3.76339996693122,19.9056851454667,13.3275,-0.19,5.58626663191881,12.7745833333333,6.38121376811594,13.1375,4.72499562937063,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
STH,0,0,1900-01-01,109,2159.24197463768,0.00119736276455026,0.709457021485798,5.13597936507936,23.8474353250231,15.2258333333333,0.0516666666666667,7.48748983806049,14.9083333333333,8.46671328671329,15.2775,6.44299970862471,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
VAL,0,0,1900-01-01,106,2022.86041666667,0.000487152777777778,0.754357061341436,6.86460361276455,28.7590152507816,16.0970833333333,0.147916666666667,7.03083957708958,15.5714285714286,7.93556818181818,16.245,6.01732517482518,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
SFS,0,0,1900-01-01,98,1790.26625,0,0.722847559269434,7.81871701388889,28.103032150221,16.3870833333333,-0.16,6.23725378787879,15.5008333333333,7.12990675990676,16.2270833333333,5.31656468531469,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
BIL,0,0,1900-01-01,106,1785.46177536232,1.18468915343915e-05,0.667817325179743,5.9794893239403,30.2395403394016,16.2325,-0.00625,7.00674197517171,15.92625,7.84849098516218,16.22625,6.14767253278123,Chinook,win_outmigrants,rearing,2008-04-15,2009-01-31,18,9,2008
MAR,0,0,1900-01-01,87,1631.55265151515,3.47222222222223e-07,0.598441764297743,2.98926229434496,19.7324591872293,14.3695833333333,-0.05,5.64624033163806,13.5168452380952,6.52776660839161,14.3195833333333,4.66505244755245,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
VAL,0,0,1900-01-01,112,2048.2547826087,0.000356357473544974,0.886775823768436,5.63978005657012,31.012909586943,17.6708333333333,0.03375,7.70348943628835,16.7089880952381,8.69581672705314,17.7045833333333,6.57107638888889,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
SEC,0,0,1900-01-01,89,1568.81963768116,0,0.805083287796163,5.35666745822331,26.7859646832388,15.75625,0.00791666666666667,5.47997459062677,14.7145238095238,6.35917236748759,15.7641666666667,4.53143210955711,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
BIL,0,0,1900-01-01,101,2066.44590072464,5.89699074074074e-05,0.778405652306135,6.32952137896825,31.340555353461,16.93125,0.04875,7.16220261658631,16.2086904761905,8.0431710955711,16.98,6.174546784737,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
BVC,0,0,1900-01-01,114,1878.14233712121,1.48766534391534e-05,0.830395141821849,6.85289126496362,33.6267141889916,17.389875,-0.0163333333333333,6.55190490002422,16.3294648268398,7.47043779137529,17.3735416666667,5.55271168414918,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
